college,college_code,course,course_code,regulation,semester,subject_code,subject_name,credits,category,elective_type,record_type
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,3,MA23312,Fourier Series and Number Theory,4,BS,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,3,CS23332,Database Management Systems,5,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,3,CS23333,Object Oriented Programming Using Java,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,3,CS23532,Computer Networks,5,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,3,CR23331,Cryptography,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,4,,Open Elective I,3,OE,Open Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,4,MA23435,"Probability, Statistics and Simulation",4,BS,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,4,CS23431,Operating Systems,5,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,4,CR23431,Network Security,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,4,CS23331,Design and Analysis of Algorithms,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,4,GE23421,Soft Skills-I,1,EEC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,4,CS23421,Internship,1,EEC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,5,,Professional Elective I,3,PE,Programme Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,5,CS23531,Web Programming,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,5,CS23533,Foundations of Artificial Intelligence,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,5,CR23531,Ethical Hacking,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,5,CR23532,Cyber and Digital Forensics,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,5,CS23432,Software Construction,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,5,GE23521,Soft Skills-II,1,EEC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,CR23611,Cyber Laws and Security Policies,3,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,,Professional Elective II,3,PE,Programme Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,CR23631,Malware Analysis,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,CR23632,Blockchain Technologies,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,AI23331,Fundamentals of Machine Learning,4,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,GE23627,Design Thinking and Innovation,2,EEC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,CS23621,Mobile Application Development Laboratory,2,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,6,GE23621,Problem Solving Techniques,1,EEC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,7,,Professional Elective III,3,PE,Programme Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,7,,Professional Elective IV,3,PE,Programme Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,7,,Professional Elective V,3,PE,Programme Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,7,,Open Elective II,3,OE,Open Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,7,CR23731,Blockchain Development in Hyperledger Fabric,3,PC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,7,CR23721,Project Phase I,3,EEC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,8,,Professional Elective VI,3,PE,Programme Elective,elective
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,8,CR23821,Project Phase II,6,EEC,,core
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A11,Security Assessment and Risk Analysis,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A11,Malware Detection and Analysis,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A31,Ethical Hacking and Security,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A32,Digital and Mobile Forensics,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A33,Cryptocurrency and Blockchain Technologies,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A34,Security and Privacy in Cloud,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A35,Social Network Security,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A35,Web Application Security,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A36,Information Security and Management,3,Cyber Security,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AI23A31,Social Network Analysis,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AD23A32,Explorative and Forecasting Analytics,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AI23A35,Recommendation Systems,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,IT23D11,Deep Learning Concepts,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AD23B33,Text and Speech Analysis,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A31,Business Analytics,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AD23A37,Image and Video Analytics,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AD23B31,Image Processing and Computer Vision,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AI23A36,Big Data Analytics,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,AI23632,Natural Language Processing,3,Data Science,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A37,Augmented Reality and Virtual Reality,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CD23C22,Data Visualization,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A39,Game Development,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23B31,Introduction to Metaverse,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,IT23E31,Graphics and Multimedia,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A38,Digital Marketing,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CD23721,Visual Effects,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CD23731,Film Making and Radio Podcasting,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A34,User Interface Design,3,Virtual and Augmented Reality,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A31,Business Analytics,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A32,Robotic Process Automation,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A33,Cyber Security and Forensics,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A34,User Interface Design,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A35,Web Application Security,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CS23A36,3D Printing and Design,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A33,Cryptocurrency and Blockchain Technologies,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CB23G11,Quantum Computation and Quantum Information,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,IT23C31,Software Testing,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,IT23B33,DevOps,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,IT23B31,C# and .Net Programming,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,IT23A11,Internet of Things,3,Emerging Technologies,Programme Elective,option
Rajalakshmi Engineering College,REC,Computer Science Engineering (Cyber Security),CSE-CS,R2023,,CR23A37,Linux System Administration,3,Emerging Technologies,Programme Elective,option
